,id,case_number,date,iucr,primary_type,description,location_description,arrest,domestic,beat,district,ward,community_area,fbi_code,year,latitude,longitude,GEOID
144738,13112580,JG307669,2023-06-19T18:59:00.000,2014,NARCOTICS,MANUFACTURE / DELIVER -  HEROIN (WHITE),SIDEWALK,True,False,2533,25,37.0,25,18,2023,41.90952207,-87.754144569,17031250200
144785,13112374,JG307600,2023-06-19T17:45:00.000,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,SIDEWALK,True,False,1221,12,27.0,23,18,2023,41.894528728,-87.705294293,17031836700
144788,13112284,JG307545,2023-06-19T17:34:00.000,2024,NARCOTICS,POSSESS - HEROIN (WHITE),ALLEY,True,False,1133,11,28.0,27,18,2023,41.875413319,-87.714069875,17031271400
144824,13112236,JG307498,2023-06-19T16:20:00.000,1822,NARCOTICS,MANUFACTURE / DELIVER - CANNABIS OVER 10 GRAMS,STREET,True,False,723,7,16.0,68,18,2023,41.774306197,-87.644218996,17031680900
144855,13112212,JG307378,2023-06-19T15:37:00.000,2024,NARCOTICS,POSSESS - HEROIN (WHITE),ALLEY,True,False,1112,11,27.0,23,18,2023,41.896364554,-87.72000514,17031231200
144856,13112305,JG307484,2023-06-19T15:36:00.000,2020,NARCOTICS,POSSESS - AMPHETAMINES,STREET,True,False,132,1,3.0,33,18,2023,41.853639835,-87.623836945,17031330103
144937,13112086,JG307244,2023-06-19T12:45:00.000,1822,NARCOTICS,MANUFACTURE / DELIVER - CANNABIS OVER 10 GRAMS,SIDEWALK,True,False,1131,11,24.0,25,18,2023,41.870471065,-87.743820372,17031831400
144951,13112059,JG307164,2023-06-19T12:17:00.000,2024,NARCOTICS,POSSESS - HEROIN (WHITE),STREET,True,False,221,2,4.0,38,18,2023,41.81618141,-87.611627461,17031836000
144969,13111937,JG307088,2023-06-19T11:50:00.000,1812,NARCOTICS,POSSESS - CANNABIS MORE THAN 30 GRAMS,SIDEWALK,True,False,1121,11,27.0,23,18,2023,41.895513392,-87.710742689,17031836700
144976,13111940,JG307100,2023-06-19T11:30:00.000,1812,NARCOTICS,POSSESS - CANNABIS MORE THAN 30 GRAMS,STREET,True,False,231,2,20.0,40,18,2023,41.792915861,-87.621815367,17031400500
145048,13110571,JG305337,2023-06-18T00:17:00.000,1811,NARCOTICS,POSSESS - CANNABIS 30 GRAMS OR LESS,STREET,True,False,621,6,17.0,71,18,2023,41.750185415,-87.644029945,17031710900
145049,13110512,JG305311,2023-06-18T00:16:00.000,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,ALLEY,True,False,734,7,17.0,67,18,2023,41.761334171,-87.659532187,17031671900
145078,13110517,JG305300,2023-06-17T23:56:00.000,1812,NARCOTICS,POSSESS - CANNABIS MORE THAN 30 GRAMS,STREET,True,False,715,7,15.0,67,18,2023,41.786711782,-87.667252717,17031670700
145320,13110174,JG304943,2023-06-17T17:04:00.000,1822,NARCOTICS,MANUFACTURE / DELIVER - CANNABIS OVER 10 GRAMS,STREET,True,False,2533,25,37.0,25,18,2023,41.908504157,-87.746078924,17031831300
145422,13110075,JG304738,2023-06-17T14:35:00.000,2027,NARCOTICS,POSSESS - CRACK,SIDEWALK,True,False,1133,11,28.0,26,18,2023,41.876223222,-87.721817052,17031260800
145464,13110112,JG304755,2023-06-17T13:30:00.000,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,RESIDENCE - PORCH / HALLWAY,True,False,934,9,16.0,61,18,2023,41.796972029,-87.661018359,17031611900
145530,13111076,JG305985,2023-06-17T11:30:00.000,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,LIBRARY,True,False,1033,10,25.0,30,18,2023,41.84940713,-87.705181621,17031300900
145540,13109910,JG304524,2023-06-17T11:05:00.000,2027,NARCOTICS,POSSESS - CRACK,ALLEY,True,False,1133,11,24.0,29,18,2023,41.866217989,-87.721875695,17031843000
145697,13109696,JG304285,2023-06-17T03:29:00.000,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,ALLEY,True,False,1434,14,32.0,22,18,2023,41.917835592,-87.673500296,17031831000
145887,13109473,JG304032,2023-06-16T21:40:00.000,1822,NARCOTICS,MANUFACTURE / DELIVER - CANNABIS OVER 10 GRAMS,STREET,True,False,1532,15,28.0,25,18,2023,41.885721129,-87.747088202,17031251800
145891,13109503,JG304034,2023-06-16T21:27:00.000,2012,NARCOTICS,MANUFACTURE / DELIVER - COCAINE,STREET,True,False,1834,18,42.0,8,18,2023,41.893026751,-87.626750829,17031081500
145906,13109451,JG303988,2023-06-16T21:00:00.000,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,ALLEY,True,False,1121,11,27.0,23,18,2023,41.894548755,-87.708967018,17031836700
145928,13109526,JG304021,2023-06-16T20:33:00.000,2024,NARCOTICS,POSSESS - HEROIN (WHITE),APARTMENT,True,False,624,6,6.0,44,18,2023,41.750551037,-87.613697029,17031440201
145955,13109416,JG303919,2023-06-16T19:45:00.000,2024,NARCOTICS,POSSESS - HEROIN (WHITE),APARTMENT,True,False,1112,11,27.0,23,18,2023,41.896364554,-87.72000514,17031231200
145957,13109459,JG303939,2023-06-16T19:40:00.000,1822,NARCOTICS,MANUFACTURE / DELIVER - CANNABIS OVER 10 GRAMS,SIDEWALK,True,False,113,1,4.0,32,18,2023,41.876587174,-87.628727499,17031839100
145965,13109430,JG303929,2023-06-16T19:26:00.000,2020,NARCOTICS,POSSESS - AMPHETAMINES,STREET,True,False,1533,15,28.0,25,18,2023,41.878527518,-87.750679081,17031252201
146303,13111427,JG306452,2023-06-18T23:22:00.000,2024,NARCOTICS,POSSESS - HEROIN (WHITE),STREET,True,False,2534,25,36.0,23,18,2023,41.909793671,-87.733285963,17031230500
146328,13111511,JG306455,2023-06-18T22:54:00.000,1812,NARCOTICS,POSSESS - CANNABIS MORE THAN 30 GRAMS,STREET,True,False,2534,25,26.0,23,18,2023,41.909826411,-87.7306295,17031230500
146349,13111392,JG306365,2023-06-18T22:01:00.000,1811,NARCOTICS,POSSESS - CANNABIS 30 GRAMS OR LESS,VEHICLE NON-COMMERCIAL,True,False,2522,25,31.0,19,18,2023,41.922904107,-87.746266582,17031191000
146402,13111384,JG306364,2023-06-18T21:20:00.000,2017,NARCOTICS,MANUFACTURE / DELIVER - CRACK,SIDEWALK,True,False,1112,11,37.0,23,18,2023,41.900853499,-87.725563942,17031231200
146409,13111349,JG306335,2023-06-18T21:05:00.000,2025,NARCOTICS,POSSESS - HALLUCINOGENS,STREET,True,False,734,7,17.0,67,18,2023,41.764966141,-87.659747108,17031671900
146445,13111310,JG306287,2023-06-18T20:12:00.000,1822,NARCOTICS,MANUFACTURE / DELIVER - CANNABIS OVER 10 GRAMS,SIDEWALK,False,False,1533,15,28.0,25,18,2023,41.880399914,-87.753008553,17031251800
146660,13111080,JG305966,2023-06-18T14:41:00.000,2025,NARCOTICS,POSSESS - HALLUCINOGENS,STREET,True,False,414,4,8.0,43,18,2023,41.754400615,-87.577268807,17031834200
146715,13110970,JG305847,2023-06-18T12:31:00.000,2024,NARCOTICS,POSSESS - HEROIN (WHITE),SIDEWALK,True,False,1112,11,37.0,23,18,2023,41.9013594,-87.726264421,17031842100
147066,13109217,JG303719,2023-06-16T16:32:00.000,1812,NARCOTICS,POSSESS - CANNABIS MORE THAN 30 GRAMS,SIDEWALK,True,False,1122,11,28.0,26,18,2023,41.880745357,-87.724326068,17031260100
147110,13109170,JG303653,2023-06-16T15:20:00.000,2020,NARCOTICS,POSSESS - AMPHETAMINES,STREET,True,False,2432,24,40.0,1,18,2023,42.002063283,-87.678723352,17031830600
147114,13109140,JG303594,2023-06-16T15:07:00.000,2027,NARCOTICS,POSSESS - CRACK,SIDEWALK,True,False,1513,15,29.0,25,18,2023,41.866382415,-87.772931058,17031831400
147139,13109082,JG303534,2023-06-16T14:32:00.000,2026,NARCOTICS,POSSESS - PCP,SIDEWALK,True,False,1011,10,24.0,29,18,2023,41.863862131,-87.722665416,17031838700
147172,13109096,JG303529,2023-06-16T13:39:00.000,2022,NARCOTICS,POSSESS - COCAINE,STREET,True,False,2534,25,26.0,23,18,2023,41.912608839,-87.726418685,17031230500
147174,13239715,JG303592,2023-06-16T13:36:00.000,2018,NARCOTICS,MANUFACTURE / DELIVER - SYNTHETIC DRUGS,RESIDENCE,True,False,1532,15,28.0,25,18,2023,41.884890211,-87.746666131,17031251800
147202,13109118,JG303503,2023-06-16T12:46:00.000,2025,NARCOTICS,POSSESS - HALLUCINOGENS,STREET,True,False,1121,11,27.0,23,18,2023,41.890865773,-87.706409952,17031836700
147241,13108983,JG303339,2023-06-16T11:50:00.000,2024,NARCOTICS,POSSESS - HEROIN (WHITE),STREET,True,False,1112,11,37.0,23,18,2023,41.901301755,-87.726261294,17031231200
147243,13108990,JG303331,2023-06-16T11:38:00.000,2024,NARCOTICS,POSSESS - HEROIN (WHITE),CTA TRAIN,True,False,113,1,4.0,32,18,2023,41.877721217,-87.629284194,17031839100
147254,13109417,JG303754,2023-06-16T11:15:00.000,1811,NARCOTICS,POSSESS - CANNABIS 30 GRAMS OR LESS,STREET,True,False,1135,11,28.0,28,18,2023,41.874999275,-87.686744656,17031282700
147255,13108894,JG303292,2023-06-16T11:11:00.000,2026,NARCOTICS,POSSESS - PCP,SIDEWALK,True,False,1011,10,24.0,29,18,2023,41.865261923,-87.722707164,17031838700
147261,13109237,JG303295,2023-06-16T11:07:00.000,1811,NARCOTICS,POSSESS - CANNABIS 30 GRAMS OR LESS,SMALL RETAIL STORE,False,False,714,7,16.0,67,18,2023,41.78055534,-87.664247652,17031670700
147262,13113041,JG308267,2023-06-16T11:07:00.000,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,CONVENIENCE STORE,True,False,714,7,16.0,67,18,2023,41.78055534,-87.664247652,17031670700
147276,13108868,JG303247,2023-06-16T10:41:00.000,2024,NARCOTICS,POSSESS - HEROIN (WHITE),STREET,True,False,1133,11,24.0,27,18,2023,41.871732109,-87.71844893,17031270500
147294,13109246,JG303848,2023-06-16T10:00:00.000,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,RESIDENCE - YARD (FRONT / BACK),True,False,1133,11,24.0,27,18,2023,41.871732887,-87.716547025,17031270500
147317,13108805,JG303185,2023-06-16T09:16:00.000,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,SIDEWALK,True,False,1121,11,27.0,23,18,2023,41.894632817,-87.713847519,17031231500
147494,13108530,JG302887,2023-06-16T00:01:00.000,1812,NARCOTICS,POSSESS - CANNABIS MORE THAN 30 GRAMS,STREET,False,False,2535,25,26.0,23,18,2023,41.909114747,-87.721635488,17031230700
147592,13108445,JG302811,2023-06-15T22:20:00.000,2027,NARCOTICS,POSSESS - CRACK,ALLEY,True,False,1831,18,42.0,8,18,2023,41.89005525,-87.628619907,17031081600
147615,13108467,JG302857,2023-06-15T21:25:00.000,1811,NARCOTICS,POSSESS - CANNABIS 30 GRAMS OR LESS,STREET,True,False,1114,11,28.0,26,18,2023,41.882028183,-87.726638393,17031260200
147650,13108409,JG302753,2023-06-15T20:21:00.000,1812,NARCOTICS,POSSESS - CANNABIS MORE THAN 30 GRAMS,STREET,True,False,1732,17,30.0,21,18,2023,41.94276118,-87.725151411,17031831100
147651,13108404,JG302779,2023-06-15T20:21:00.000,2017,NARCOTICS,MANUFACTURE / DELIVER - CRACK,ALLEY,True,False,1111,11,37.0,23,18,2023,41.895800712,-87.728561266,17031842100
147676,13108245,JG302644,2023-06-15T19:30:00.000,1822,NARCOTICS,MANUFACTURE / DELIVER - CANNABIS OVER 10 GRAMS,SIDEWALK,True,False,1532,15,28.0,25,18,2023,41.884709967,-87.752778588,17031251800
147711,13108104,JG302573,2023-06-15T18:20:00.000,2027,NARCOTICS,POSSESS - CRACK,JAIL / LOCK-UP FACILITY,True,False,1134,11,24.0,27,18,2023,41.873699424,-87.704705156,17031837300
147789,13108092,JG302434,2023-06-15T15:57:00.000,2024,NARCOTICS,POSSESS - HEROIN (WHITE),STREET,True,True,735,7,17.0,67,18,2023,41.766274325,-87.66382789,17031671600
147796,13107982,JG302380,2023-06-15T15:50:00.000,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,OTHER (SPECIFY),True,False,1021,10,24.0,29,18,2023,41.862895799,-87.711349237,17031291200
147797,13108008,JG302351,2023-06-15T15:43:00.000,2092,NARCOTICS,SOLICIT NARCOTICS ON PUBLIC WAY,STREET,True,False,1122,11,28.0,26,18,2023,41.880747185,-87.724153461,17031260100
147858,13107924,JG302192,2023-06-15T14:12:00.000,2024,NARCOTICS,POSSESS - HEROIN (WHITE),SIDEWALK,True,False,1221,12,27.0,23,18,2023,41.895076157,-87.706541406,17031836700
147860,13107946,JG302190,2023-06-15T14:09:00.000,2024,NARCOTICS,POSSESS - HEROIN (WHITE),STREET,True,False,732,7,6.0,68,18,2023,41.760798006,-87.634551594,17031691100
147895,13107851,JG302131,2023-06-15T13:14:00.000,2024,NARCOTICS,POSSESS - HEROIN (WHITE),SIDEWALK,True,False,1121,11,27.0,23,18,2023,41.895490875,-87.713174418,17031836600
147913,13108054,JG302325,2023-06-15T12:59:00.000,2031,NARCOTICS,POSSESS - METHAMPHETAMINE,GOVERNMENT BUILDING / PROPERTY,True,False,1225,12,28.0,28,18,2023,41.867300404,-87.683606131,17031838200
147916,13107919,JG302134,2023-06-15T12:43:00.000,1812,NARCOTICS,POSSESS - CANNABIS MORE THAN 30 GRAMS,STREET,True,False,2232,22,21.0,73,18,2023,41.706836481,-87.651898182,17031730600
147936,13107870,JG302087,2023-06-15T12:21:00.000,2024,NARCOTICS,POSSESS - HEROIN (WHITE),ALLEY,True,False,1134,11,24.0,27,18,2023,41.871526263,-87.70827689,17031837300
147937,13107848,JG302050,2023-06-15T12:10:00.000,2017,NARCOTICS,MANUFACTURE / DELIVER - CRACK,STREET,True,False,1533,15,28.0,25,18,2023,41.875876775,-87.745334907,17031252202
147943,13107826,JG302056,2023-06-15T12:02:00.000,2024,NARCOTICS,POSSESS - HEROIN (WHITE),ALLEY,True,False,511,5,9.0,49,18,2023,41.721213371,-87.625020864,17031490600
147969,13107804,JG302026,2023-06-15T11:54:00.000,2027,NARCOTICS,POSSESS - CRACK,SIDEWALK,True,False,111,1,42.0,32,18,2023,41.887055407,-87.624543366,17031320102
147987,13107766,JG302016,2023-06-15T11:27:00.000,2024,NARCOTICS,POSSESS - HEROIN (WHITE),SIDEWALK,True,False,1121,11,27.0,23,18,2023,41.895974978,-87.713889643,17031836600
148030,13107701,JG301870,2023-06-15T10:14:00.000,2024,NARCOTICS,POSSESS - HEROIN (WHITE),SIDEWALK,True,False,1112,11,37.0,23,18,2023,41.894321059,-87.724828857,17031231500
148048,13107588,JG301805,2023-06-15T09:18:00.000,2027,NARCOTICS,POSSESS - CRACK,ALLEY,True,False,1021,10,24.0,29,18,2023,41.863260893,-87.712891244,17031291200
148257,13171926,JG302191,2023-06-14T23:45:00.000,1812,NARCOTICS,POSSESS - CANNABIS MORE THAN 30 GRAMS,AIRPORT/AIRCRAFT,True,False,1651,16,41.0,76,18,2023,41.976290414,-87.905227221,17031980000
148314,13107245,JG301459,2023-06-14T21:43:00.000,2024,NARCOTICS,POSSESS - HEROIN (WHITE),ALLEY,True,False,1631,16,38.0,17,18,2023,41.940176484,-87.828870414,17031170600
148328,13107256,JG301455,2023-06-14T21:25:00.000,2022,NARCOTICS,POSSESS - COCAINE,VEHICLE NON-COMMERCIAL,True,False,1732,17,30.0,21,18,2023,41.9427443,-87.726629197,17031831100
148384,13107243,JG301384,2023-06-14T19:51:00.000,2025,NARCOTICS,POSSESS - HALLUCINOGENS,STREET,True,False,1431,14,1.0,22,18,2023,41.922115798,-87.689311666,17031221500
148392,13107136,JG301346,2023-06-14T19:44:00.000,2012,NARCOTICS,MANUFACTURE / DELIVER - COCAINE,SIDEWALK,True,False,2533,25,37.0,25,18,2023,41.910440254,-87.753919512,17031250200
148531,13106939,JG301096,2023-06-14T16:30:00.000,1822,NARCOTICS,MANUFACTURE / DELIVER - CANNABIS OVER 10 GRAMS,SIDEWALK,True,False,331,3,5.0,43,18,2023,41.773461272,-87.575835221,17031430101
148536,13107020,JG301133,2023-06-14T16:15:00.000,2022,NARCOTICS,POSSESS - COCAINE,AIRPORT TERMINAL UPPER LEVEL - SECURE AREA,True,False,1651,16,41.0,76,18,2023,41.979006297,-87.906463155,17031980000
148598,13106841,JG300963,2023-06-14T14:50:00.000,2024,NARCOTICS,POSSESS - HEROIN (WHITE),STREET,True,False,1524,15,37.0,25,18,2023,41.894880861,-87.761674181,17031251500
148676,13184370,JG300762,2023-06-14T12:33:00.000,2017,NARCOTICS,MANUFACTURE / DELIVER - CRACK,APARTMENT,True,False,713,7,16.0,67,18,2023,41.791431596,-87.659660787,17031670200
148709,13106629,JG300700,2023-06-14T11:55:00.000,2027,NARCOTICS,POSSESS - CRACK,STREET,True,False,823,8,15.0,66,18,2023,41.778104459,-87.694582153,17031660600
148713,13106848,JG300845,2023-06-14T11:45:00.000,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,STREET,True,False,1533,15,28.0,25,18,2023,41.875800111,-87.751295023,17031252201
148726,13106677,JG300665,2023-06-14T11:25:00.000,2024,NARCOTICS,POSSESS - HEROIN (WHITE),STREET,True,False,2535,25,26.0,23,18,2023,41.908078651,-87.726002385,17031230700
148730,13106563,JG300627,2023-06-14T11:10:00.000,2024,NARCOTICS,POSSESS - HEROIN (WHITE),STREET,True,False,1132,11,24.0,29,18,2023,41.868294145,-87.725259316,17031843000
148749,13106614,JG300588,2023-06-14T10:37:00.000,2024,NARCOTICS,POSSESS - HEROIN (WHITE),SIDEWALK,True,False,1111,11,37.0,23,18,2023,41.897203075,-87.726491113,17031842100
148758,13106564,JG300583,2023-06-14T10:24:00.000,2024,NARCOTICS,POSSESS - HEROIN (WHITE),RESIDENCE - YARD (FRONT / BACK),True,False,1131,11,28.0,26,18,2023,41.875162416,-87.734021254,17031260600
148994,13106196,JG300173,2023-06-13T22:34:00.000,1812,NARCOTICS,POSSESS - CANNABIS MORE THAN 30 GRAMS,STREET,True,False,2234,22,21.0,75,18,2023,41.677363789,-87.670921864,17031750500
149000,13106138,JG300135,2023-06-13T22:04:00.000,2021,NARCOTICS,POSSESS - BARBITURATES,STREET,True,False,1021,10,24.0,29,18,2023,41.8627449,-87.712877877,17031291200
149060,13106141,JG300061,2023-06-13T20:10:00.000,2017,NARCOTICS,MANUFACTURE / DELIVER - CRACK,PARKING LOT / GARAGE (NON RESIDENTIAL),True,False,1913,19,46.0,3,18,2023,41.964332396,-87.656790803,17031830700
149090,13106085,JG300019,2023-06-13T19:25:00.000,1811,NARCOTICS,POSSESS - CANNABIS 30 GRAMS OR LESS,SIDEWALK,True,False,825,8,16.0,66,18,2023,41.780069926,-87.684883407,17031835000
149091,13106155,JG300037,2023-06-13T19:12:00.000,2028,NARCOTICS,POSSESS - SYNTHETIC DRUGS,STREET,False,False,711,7,16.0,68,18,2023,41.787767915,-87.642553119,17031834700
149113,13105879,JG299954,2023-06-13T18:45:00.000,2024,NARCOTICS,POSSESS - HEROIN (WHITE),CTA TRAIN,True,False,121,1,34.0,28,18,2023,41.876121224,-87.641003973,17031841900
149116,13105896,JG299960,2023-06-13T18:43:00.000,2092,NARCOTICS,SOLICIT NARCOTICS ON PUBLIC WAY,SIDEWALK,True,False,1533,15,28.0,25,18,2023,41.880801426,-87.752634034,17031251800
149228,13105733,JG299697,2023-06-13T15:33:00.000,2022,NARCOTICS,POSSESS - COCAINE,STREET,True,False,231,2,20.0,40,18,2023,41.792934676,-87.619981606,17031400400
149243,13105735,JG299705,2023-06-13T15:07:00.000,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,COMMERCIAL / BUSINESS OFFICE,True,False,111,1,42.0,32,18,2023,41.88573086,-87.625582609,17031320102
149290,13193304,JG299466,2023-06-13T14:01:00.000,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,POLICE FACILITY / VEHICLE PARKING LOT,True,False,1134,11,24.0,29,18,2023,41.868180939,-87.709271389,17031843000
149307,13105650,JG299467,2023-06-13T13:32:00.000,1821,NARCOTICS,MANUFACTURE / DELIVER - CANNABIS 10 GRAMS OR LESS,STREET,False,False,1533,15,29.0,25,18,2023,41.875800743,-87.75141986,17031252201
149310,13193309,JG299438,2023-06-13T13:30:00.000,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,POLICE FACILITY / VEHICLE PARKING LOT,True,False,1134,11,24.0,29,18,2023,41.868180939,-87.709271389,17031843000
149400,13105424,JG299231,2023-06-13T11:15:00.000,2024,NARCOTICS,POSSESS - HEROIN (WHITE),SIDEWALK,True,False,1121,11,27.0,23,18,2023,41.894594399,-87.71384789,17031231500
149405,13105430,JG299264,2023-06-13T11:03:00.000,1822,NARCOTICS,MANUFACTURE / DELIVER - CANNABIS OVER 10 GRAMS,SIDEWALK,True,False,1112,11,37.0,23,18,2023,41.902681168,-87.725564977,17031230700
149431,13193300,JG299160,2023-06-13T10:15:00.000,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,POLICE FACILITY / VEHICLE PARKING LOT,True,False,1134,11,24.0,29,18,2023,41.868180939,-87.709271389,17031843000
149722,13105008,JG298735,2023-06-12T21:56:00.000,2022,NARCOTICS,POSSESS - COCAINE,STREET,False,False,1112,11,37.0,23,18,2023,41.90161445,-87.722610717,17031231200
149729,13105039,JG298741,2023-06-12T21:38:00.000,1822,NARCOTICS,MANUFACTURE / DELIVER - CANNABIS OVER 10 GRAMS,STREET,True,False,712,7,16.0,68,18,2023,41.787707449,-87.646198578,17031834700
149739,13104951,JG298685,2023-06-12T21:15:00.000,2017,NARCOTICS,MANUFACTURE / DELIVER - CRACK,ALLEY,True,False,1112,11,37.0,23,18,2023,41.901333719,-87.725041451,17031231200
149746,13104972,JG298734,2023-06-12T21:09:00.000,1811,NARCOTICS,POSSESS - CANNABIS 30 GRAMS OR LESS,STREET,True,False,832,8,16.0,66,18,2023,41.773790861,-87.683890842,17031660800
149810,13104925,JG298635,2023-06-12T19:15:00.000,2027,NARCOTICS,POSSESS - CRACK,SIDEWALK,True,False,524,5,21.0,53,18,2023,41.679413382,-87.641959693,17031530200
149838,13104648,JG298513,2023-06-12T18:44:00.000,2024,NARCOTICS,POSSESS - HEROIN (WHITE),STREET,True,False,1115,11,28.0,26,18,2023,41.877878038,-87.733793923,17031260600
149920,13104671,JG298404,2023-06-12T16:53:00.000,2027,NARCOTICS,POSSESS - CRACK,STREET,True,False,1121,11,26.0,23,18,2023,41.902814592,-87.708497115,17031836600
150028,13104533,JG298162,2023-06-12T14:14:00.000,1812,NARCOTICS,POSSESS - CANNABIS MORE THAN 30 GRAMS,STREET,True,False,323,3,6.0,69,18,2023,41.764737283,-87.624890577,17031691100
150047,13104465,JG298072,2023-06-12T13:30:00.000,1822,NARCOTICS,MANUFACTURE / DELIVER - CANNABIS OVER 10 GRAMS,STREET,True,False,2535,25,36.0,23,18,2023,41.902730408,-87.719345458,17031230700
150052,13104494,JG298052,2023-06-12T13:20:00.000,2024,NARCOTICS,POSSESS - HEROIN (WHITE),STREET,False,False,1121,11,27.0,23,18,2023,41.896048497,-87.716331483,17031231100
150081,13104472,JG298022,2023-06-12T12:20:00.000,2020,NARCOTICS,POSSESS - AMPHETAMINES,VEHICLE NON-COMMERCIAL,True,False,1222,12,28.0,27,18,2023,41.880988964,-87.704854042,17031836900
150084,13104294,JG297939,2023-06-12T12:16:00.000,2024,NARCOTICS,POSSESS - HEROIN (WHITE),STREET,True,False,1121,11,27.0,23,18,2023,41.896125943,-87.71389553,17031231100
150113,13104354,JG297999,2023-06-12T11:58:00.000,2027,NARCOTICS,POSSESS - CRACK,STREET,True,False,1631,16,38.0,17,18,2023,41.940088639,-87.828863755,17031170600
150122,13104454,JG298164,2023-06-12T11:42:00.000,2024,NARCOTICS,POSSESS - HEROIN (WHITE),ALLEY,True,False,2533,25,37.0,25,18,2023,41.9104445,-87.753673327,17031250200
150149,13104188,JG297811,2023-06-12T10:45:00.000,2024,NARCOTICS,POSSESS - HEROIN (WHITE),STREET,True,False,1014,10,24.0,29,18,2023,41.852222226,-87.721351991,17031292400
150461,13103797,JG297337,2023-06-11T21:39:00.000,1822,NARCOTICS,MANUFACTURE / DELIVER - CANNABIS OVER 10 GRAMS,GAS STATION,True,False,1533,15,28.0,25,18,2023,41.880399914,-87.753008553,17031251800
150519,13103757,JG297299,2023-06-11T19:59:00.000,2022,NARCOTICS,POSSESS - COCAINE,STREET,True,False,1423,14,26.0,24,18,2023,41.905981217,-87.694491954,17031241000
150550,13103626,JG297204,2023-06-11T18:41:00.000,2024,NARCOTICS,POSSESS - HEROIN (WHITE),RESIDENCE - YARD (FRONT / BACK),True,False,1115,11,28.0,26,18,2023,41.879662652,-87.733957173,17031260600
150583,13103551,JG297108,2023-06-11T17:15:00.000,1812,NARCOTICS,POSSESS - CANNABIS MORE THAN 30 GRAMS,SIDEWALK,True,False,734,7,17.0,67,18,2023,41.760480671,-87.655795219,17031671800
150675,13103468,JG296927,2023-06-11T14:30:00.000,2090,NARCOTICS,ALTER / FORGE PRESCRIPTION,SMALL RETAIL STORE,True,False,1831,18,42.0,8,18,2023,41.894337079,-87.634140959,17031081700
150683,13103447,JG296928,2023-06-11T14:00:00.000,1822,NARCOTICS,MANUFACTURE / DELIVER - CANNABIS OVER 10 GRAMS,STREET,True,False,2535,25,36.0,23,18,2023,41.902747463,-87.717405744,17031230700
150796,13103209,JG296669,2023-06-11T09:50:00.000,2024,NARCOTICS,POSSESS - HEROIN (WHITE),STREET,True,False,1123,11,28.0,27,18,2023,41.884812928,-87.714173749,17031836800
150821,13103269,JG296642,2023-06-11T08:14:00.000,2170,NARCOTICS,POSSESSION OF DRUG EQUIPMENT,RESIDENCE - PORCH / HALLWAY,True,False,1632,16,38.0,17,18,2023,41.942622051,-87.792208218,17031171000
150840,13103153,JG296548,2023-06-11T07:14:00.000,2024,NARCOTICS,POSSESS - HEROIN (WHITE),SIDEWALK,True,False,1121,11,27.0,23,18,2023,41.896284044,-87.712681905,17031836600
150889,13103077,JG296475,2023-06-11T03:47:00.000,2022,NARCOTICS,POSSESS - COCAINE,STREET,True,False,832,8,16.0,66,18,2023,41.773332991,-87.683481204,17031660700
151057,13102953,JG296360,2023-06-10T23:55:00.000,2022,NARCOTICS,POSSESS - COCAINE,POLICE FACILITY / VEHICLE PARKING LOT,True,False,1923,19,44.0,6,18,2023,41.947295978,-87.651162974,17031061000
151194,13102852,JG296202,2023-06-10T20:30:00.000,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,APARTMENT,True,True,1225,12,27.0,28,18,2023,41.877563649,-87.685018696,17031280900
151224,13102720,JG296113,2023-06-10T19:41:00.000,2024,NARCOTICS,POSSESS - HEROIN (WHITE),STREET,True,False,1121,11,28.0,23,18,2023,41.890057346,-87.707622491,17031836700
151240,13102775,JG296119,2023-06-10T19:15:00.000,1821,NARCOTICS,MANUFACTURE / DELIVER - CANNABIS 10 GRAMS OR LESS,SIDEWALK,True,False,1112,11,36.0,23,18,2023,41.902440353,-87.718988246,17031231200
151272,13102679,JG296040,2023-06-10T18:25:00.000,2024,NARCOTICS,POSSESS - HEROIN (WHITE),SIDEWALK,True,False,1112,11,27.0,23,18,2023,41.901623445,-87.720178889,17031231200
151731,13102235,JG295300,2023-06-10T01:50:00.000,2022,NARCOTICS,POSSESS - COCAINE,HOSPITAL BUILDING / GROUNDS,True,False,1933,19,44.0,6,18,2023,41.936335635,-87.650710119,17031063000
151776,13102072,JG295258,2023-06-10T00:43:00.000,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,ALLEY,False,False,2533,25,37.0,25,18,2023,41.910453613,-87.74467602,17031831300
